token,coingecko_id,rwa_label,rwa_category,protocol,confidence,evidence_type,evidence_detail_json,label_source,labeled_at
BEAMX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BEAT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BEL,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BERA,berachain-bera,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BGB,bitget-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BICO,biconomy,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BIGTIME,big-time,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BIO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BIRB,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BLAST,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BLESS,bless-2,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BLUAI,bluwhale,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BLUR,blur,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BLZ,bluzelle,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BMT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BNB,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BNT,bancor,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BOB,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BOBA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BOBBOB,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BOME,book-of-meme,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BONK,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BR,bedrock-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BRETT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BREV,brevis,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BROCCOLI,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BROCCOLI714,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BROCCOLIF3B,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BSB,block-street,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BSU,baby-shark-universe,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BSV,bitcoin-cash-sv,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BTC,bitcoin,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BTCDOM,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BTR,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BULLA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
BZ,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
C,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
C98,coin98,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CAKE,pancakeswap-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CAMP,camp-network,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CANTO,canto,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CARV,carv,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CATI,catizen,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CELO,celo,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CELR,celer-network,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CETUS,cetus-protocol,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CFX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CGPT,chaingpt,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CHILLGUY,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CHR,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CHZ,chiliz,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CKB,nervos-network,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CL,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CLANKER,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CLO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CLOUD,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COAI,chainopera-ai,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COIN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COLLECT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COMP,compound-governance-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COOKIE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COP,copiosa,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COPPER,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CORE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COST,costco-hot-dog,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COTI,coti,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
COW,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CRCL,just-a-circle,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CRO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CROSS,cross-2,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CRV,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CRWV,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CSCO,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CTK,certik,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CTSI,cartesi,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CVC,civic,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CVX,convex-finance,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CYBER,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
CYS,cysic,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
D,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DAM,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DASH,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DBR,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DEEP,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DEGEN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DEGO,dego-finance,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DENT,dent,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DEXE,dexe,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DIA,dia-data,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DODOX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DOG,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DOGE,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DOGS,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DOLO,dolomite,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DOOD,doodles,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DOT,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DRIFT,drift-protocol,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DUSK,dusk-network,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DYDX,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
DYM,dymension,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EDEN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EDGE,edgex,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EDU,edu-coin,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EGLD,elrond-erd-2,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EIGEN,eigenlayer,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ELSA,elsa,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ENA,ethena,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ENJ,enjincoin,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ENS,ethereum-name-service,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ENSO,enso,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EPIC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ERA,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ES,eclipse-3,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ESP,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ESPORTS,yooldo-games,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ETC,ethereum-classic,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ETH,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ETHBTC,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ETHFI,ether-fi,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
ETHW,ethereum-pow-iou,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EUL,euler,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EUR,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EVAA,evaa-protocol,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EWH,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EWJ,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EWT,energy-web-token,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
EWY,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
F,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FARTCOIN,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
"FARTCOIN,RAYDIUM,9BB6NFECJBCTNNLFKO2FQVQBQ8HHM13KCYYCDQBGPUMP",,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FET,fetch-ai,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FF,,review_pending,unresolved-identity,,0.15,missing_coingecko_id,"{""reason"": ""No CoinGecko ID available; symbol-only classification is disallowed.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FHE,mind-network,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
FIDA,bonfida,review_pending,missing-detail-cache,,0.2,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",conservative_keyword_fallback,2026-04-15T08:35:31.347212+00:00
