token,coingecko_id,current_price_usd,volume_24h_usd,market_cap_usd,label_source,evidence_type,evidence_detail_json,has_signal_evidence
CGPT,chaingpt,0.02094807,6831276.306013858877,19276098.586781159043,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ELSA,elsa,0.07006,6802597.578332044184,16042491.492760924622,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
VELVET,velvet,0.08717,6707411.395332868211,31615388.113622017205,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PROVE,succinct,0.226755,6682306.368138091639,44177240.301553674042,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ZORA,zora,0.01386957,6673108.680713937618,62066373.168097868562,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MEW,cat-in-a-dogs-world,0.00056189,6624101.607811816968,49859106.346810288727,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
B2,bsquared-network,0.682151,6550251.058743706904,28195941.246988210827,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
IR,infrared-finance,0.04922032,6536013.190514444374,10188374.532504981384,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SPX,spx6900,0.318137,6491341.572694927454,296183183.532275080681,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CATI,catizen,0.04858492,6258000.279887196608,19992018.381168883294,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SOMI,somnia,0.170959,6223088.565873781219,27418865.168759208173,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
NMR,numeraire,8.3,6085029.390748370439,57626492.508491508663,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
XCN,chain-2,0.00467142,6012545.857690827921,176493451.323539316654,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
IDOL,meet48,0.0214346,5998126.338620502502,38338452.448326572776,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MANTA,manta-network,0.065932,5990955.449422344565,30535643.451484665275,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
KGEN,kgen,0.162318,5988322.766172527336,32271531.148967873305,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AT,apro,0.172224,5701638.337796868756,39582857.623641073704,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
KSM,kusama,4.2,5653935.892010403797,75845025.828930854797,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
OGN,origin-protocol,0.02145662,5650431.622887806036,14244753.204422364011,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SAPIEN,sapien-2,0.074913,5620982.541945884004,18716724.77227172628,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AEVO,aevo-exchange,0.02327849,5601379.03485373687,21314366.861868556589,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
RVN,ravencoin,0.00567748,5503653.407182252966,91785527.519381463528,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
NEWT,newton-protocol,0.073216,5462671.660478400066,15742493.418260224164,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ONG,ong,0.081975,5445597.971075007692,38346937.40865842998,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PIEVERSE,pieverse,0.432733,5400947.034110259265,99563153.581711798906,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
YGG,yield-guild-games,0.03858691,5368105.143677490763,28247760.085120715201,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
GPS,goplus-security,0.00873839,5345274.467156495899,38503485.831245176494,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
RSR,reserve-rights-token,0.00149717,5332926.721771388315,93643722.506806507707,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ZIL,zilliqa,0.00389209,5317932.4366709264,75848776.187760099769,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
XPIN,xpin-network,0.00143819,5314687.459299122915,22365095.058176744729,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CVX,convex-finance,1.76,5305488.271103364415,158347570.321277916431,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MANTRA,mantra,0.01049707,5203045.410536242649,51147672.637475699186,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
GWEI,ethgas-2,0.067492,5153417.235485351644,118147994.987511262298,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
GMX,gmx,6.09,5081180.913980060257,63271268.145101755857,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
DYM,dymension,0.0170464,5073641.294210858643,8620647.096233382821,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FIDA,bonfida,0.01651033,5070822.990037992597,16343444.855466773733,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
RLS,rayls,0.00280348,5068749.338558527641,3973845.644533323124,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CROSS,cross-2,0.072915,5039532.945222462527,24425419.401877623051,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PROM,prometeus,1.4,4998976.773884919472,25623268.605799593031,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FHE,mind-network,0.01785917,4938866.74845982343,4446934.266924005933,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
GLM,golem,0.125391,4865512.896707379259,125389209.256525397301,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AKE,akedo,0.00088462,4859949.710743847303,20178059.580512348562,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
API3,api3,0.284913,4844652.629992731847,40617634.315399885178,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
JELLYJELLY,jelly-my-jelly,0.04341429,4823346.425257524475,43476878.176528252661,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
KMNO,kamino,0.02044582,4794508.327808374539,89792812.728608593345,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
WAVES,waves,0.407633,4771550.680025380105,40726954.508169211447,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SXT,space-and-time,0.01613242,4757562.661557201296,41939269.310056634247,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PUFFER,puffer-finance,0.02519112,4713093.606508383527,11051520.607460709289,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
XION,xion-2,0.114228,4690116.983924227767,8292139.435188697651,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
REZ,renzo,0.00364961,4659049.824394100346,29910867.47632869333,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
UMA,uma,0.421042,4607892.97480174154,38194093.301639050245,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HOT,holotoken,0.00039534,4597254.794714125805,70157252.318919584155,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
EGLD,elrond-erd-2,3.77,4594995.294385898858,111956112.761900424957,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MINA,mina-protocol,0.056548,4573442.053812552243,72489151.67804440856,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AIOT,okzoo,0.060787,4496055.248813439161,15610855.845620498061,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
BAS,bas,0.00718352,4480627.339855141938,17910991.515145815909,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
XVS,venus,2.65,4458432.914576753974,44395090.899572722614,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
C98,coin98,0.01920491,4371759.018059989437,19191175.931988976896,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ZEREBRO,zerebro,0.00982786,4357761.89432137087,9820838.748638672754,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SAGA,saga-2,0.02664924,4353050.844091217965,10124703.153336342424,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
STEEM,steem,0.057198,4317215.826893094927,31152082.196202009916,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ACH,alchemy-pay,0.00598335,4314746.351683896035,29529325.039805356413,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
OXT,orchid-protocol,0.01082966,4198445.179497060366,6415864.037264605053,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HMSTR,hamster-kombat,0.00014599,4180848.491924629547,9379410.141152527183,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
BAND,band-protocol,0.205427,4096819.427188605536,35796088.84402346611,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
1000XEC,ecash,0.0000069,4088223.244128146209,138142933.452342927456,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
TAIKO,taiko,0.11575,4042624.397657298017,22194207.196672894061,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PYR,vulcan-forged,0.259178,4023592.24578586081,12212777.120341388509,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
DEGO,dego-finance,0.270197,3933737.165997157805,5673012.970804113895,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
STORJ,storj,0.09844,3887959.299782976042,14151416.056299488991,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SOSO,sosovalue,0.404117,3826462.563994273543,125985885.72508610785,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ESPORTS,yooldo-games,0.400947,3802715.551318966784,60688753.008732832968,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MAGMA,magma-finance,0.194497,3791769.532161484938,36599990.530690312386,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FLR,flare-networks,0.00795289,3769440.234308143612,681258413.338084578514,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
COTI,coti,0.01365965,3726389.428785934579,37941703.768215700984,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
DOLO,dolomite,0.03229267,3692051.146537391003,14975007.245287230238,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FIO,fio-protocol,0.00296105,3692026.159055052791,2503887.174190838356,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MITO,mitosis,0.03540747,3665818.557889823802,11837361.405631754547,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HOME,home,0.01866968,3651449.03744316753,65774642.654126748443,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PRL,perle,0.182837,3638754.063280371949,31968653.20384452492,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
GRIFFAIN,griffain,0.01438243,3634292.516407180578,14364172.433123460039,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SANTOS,santos-fc-fan-token,1.063,3615351.568026254419,17102460.244228757918,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CAMP,camp-network,0.00201209,3579541.010570037644,4224175.180354053155,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CARV,carv,0.053644,3531759.704453060869,28795309.501738023013,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ARPA,arpa,0.00935203,3487315.573758772109,9185032.267109725624,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AERGO,aergo,0.054125,3461919.088322665542,25574001.389566481113,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail fetch failed for aergo: 429 Client Error: Too Many Requests for url: https://api.coingecko.com/api/v3/coins/aergo?localization=false&tickers=false&market_data=false&community_data=false&developer_data=false&sparkline=false""}",false
PORTAL,portal-2,0.00834784,3454733.866236494854,6350376.966931256466,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
TLM,alien-worlds,0.00163616,3395543.043347963598,10690862.970742890611,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
POWR,power-ledger,0.065459,3281678.841328167357,34660410.672755613923,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CKB,nervos-network,0.00148153,3257497.790006452706,71950262.836672082543,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CELO,celo,0.080279,3215431.138285838999,48041176.860316745937,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
LQTY,liquity,0.276553,3105054.048630552366,27201318.860173813999,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ILV,illuvium,4.18,3085444.657292858232,34628132.113138265908,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AIOZ,aioz-network,0.056428,3075975.109273060691,70281727.641214519739,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SKL,skale,0.0062506,3067547.411217610352,37979971.384204491973,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
EVAA,evaa-protocol,0.783113,3036656.099376252852,5183076.123047299683,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
KNC,kyber-network-crystal,0.134363,2994879.753106265329,22850448.629150211811,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MAVIA,heroes-of-mavia,0.03168862,2919654.453550572041,7740407.33096082788,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FTT,ftx-token,0.288102,2777843.600585407577,0,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HFT,hashflow,0.01310189,2759175.679531740025,10336651.615272037685,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HNT,helium,1.002,2756866.549614512362,184636344.309857696295,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
RPL,rocket-pool,1.81,2756203.941601462197,40543512.000360362232,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
BICO,biconomy,0.02086718,2692783.001402517315,15156549.751417355612,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CETUS,cetus-protocol,0.0199071,2590750.754541429225,18616022.830126740038,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MLN,melon,3.11,2577455.065998116042,10176572.924453726038,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
VANA,vana,1.29,2560903.905628733803,39649876.041584976017,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
FLUID,instadapp,1.6,2532283.488221746869,124492358.092144981027,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
BLUAI,bluwhale,0.00912651,2449690.660499366,11207977.661400280893,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
LRC,loopring,0.01602921,2383579.673183516599,19967766.082559797913,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
DENT,dent,0.00015662,2337482.957577631809,14985732.416824072599,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
KAVA,kava,0.052289,2294259.726558815222,56608277.214475914836,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
OL,open-loot,0.00730984,2281885.538927605841,5702553.27847714629,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
TAKE,overtake,0.02633361,2216535.86449903762,6507474.322301089764,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
AWE,stp-network,0.052694,2137971.621319430415,102342355.33626845479,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SCRT,secret,0.087441,2118692.076111849397,29463169.380558855832,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ETHW,ethereum-pow-iou,0.257815,2058582.026404408272,27784560.250344783068,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
KOMA,koma-inu,0.00892562,2058277.554573262343,5394390.215121530928,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ES,eclipse-3,0.157632,2054226.114694023971,23643721.476051855832,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
10000QUBIC,qubic-network,0.000000770784,2048018.214629717171,105466227.117770567536,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SLP,smooth-love-potion,0.00061091,2031169.159634954762,22229451.664576593786,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SNT,status,0.00983145,1995185.199082731968,38928538.007505863905,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
VANRY,vanar-chain,0.00505192,1992854.521065708715,10782985.036160649732,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
LUMIA,lumia,0.084535,1986912.026283077663,11686126.36638334766,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SYS,syscoin,0.00928429,1982894.979980816133,8127753.397181344219,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PUNDIX,pundi-x-2,0.145326,1892320.413391025737,37523162.421038515866,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
SFP,safepal,0.296915,1870040.913249300094,148468292.502640604973,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
NAORIS,naoris,0.054716,1822414.208878316917,32759219.38826995343,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HEI,heima,0.087823,1800042.891951456666,7730581.880007252097,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
RLC,iexec-rlc,0.410517,1778308.418416603236,29655228.641862809658,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CVC,civic,0.02974243,1772727.599718772108,23819284.981427039951,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CTK,certik,0.174045,1772526.178644482512,27426286.44726061821,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
CELR,celer-network,0.00237592,1769243.294992348878,13393349.702304605395,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ASP,aspecta,0.02781051,1693565.736666772282,8552297.438814599067,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
HIPPO,sudeng,0.00016075,1687048.071254679235,1606867.999664292904,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
LSK,lisk,0.125399,1597486.073287278181,28525542.854038543999,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
TAC,tac,0.00559433,1542385.233467590064,16513148.889873595908,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
NFP,nfprompt-token,0.01325793,1521078.459811002947,7087179.844420446083,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MAV,maverick-protocol,0.01413684,1460344.114347374998,13131328.219454016536,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
REQ,request-network,0.067626,1387729.560673094122,50319036.28364636749,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
WAXP,wax,0.00650973,1381272.382472503465,29845142.001146994531,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ZKJ,polyhedra-network,0.01925933,1371296.979793701321,9201086.233450852334,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
PEAQ,peaq-2,0.01406864,1360724.49872065126,28617656.785270582885,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
VTHO,vethor-token,0.00056118,1310876.151863266714,55733104.983071222901,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
DIA,dia-data,0.176173,1293217.318723908393,21090675.415931288153,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
B3,b3,0.00029987,1186372.480383223621,28420425.059253599495,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MOVR,moonriver,1.18,1130932.751269978005,13468332.330515619367,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
RLB,rollbit-coin,0.056023,1128178.87283645384,95486083.938568666577,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ICX,icon,0.03693555,1110703.844704701565,40461547.969850748777,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MTL,metal,0.287017,1024315.22421191691,26004218.472925323993,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
VIC,tomochain,0.04937218,1003632.743706272682,6211420.320574854501,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
RDNT,radiant-capital,0.00205356,962823.004968454014,2653310.722660389729,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
ROAM,roam-token,0.0185848,784848.836606129655,6415597.209700076841,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
MYRO,myro,0.00299795,628168.859241369297,2997892.964449244551,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
STRAX,stratis,0.0129974,525497.097562130773,27993545.969535537064,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
TA,trusta-ai,0.04327127,519861.68700805644,7789456.884368279018,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
BSU,baby-shark-universe,0.04179041,409734.262201292149,7033309.379182017408,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
EWT,energy-web-token,0.433177,387103.178974618437,26251649.765770103782,conservative_keyword_fallback,missing_coingecko_detail,"{""reason"": ""CoinGecko detail cache entry is unavailable.""}",false
